,full_name,selling_price,year,km_driven,fuel_type,transmission_type,mileage,engine
1228,Hyundai Grand i10,5.0,2015,51765,Petrol,Manual,18.9,1197
1229,Honda City 1.5,3.8,2011,100000,Petrol,Manual,17.0,1497
1230,Honda City 2017-2020,7.0,2016,56210,Petrol,Manual,16.9,1497
1231,Hyundai Grand i10,5.25,2015,55000,Petrol,Automatic,18.9,1197
1232,Honda WR-V i-DTEC,7.5,2017,23039,Diesel,Manual,25.5,1498
1233,Mahindra XUV500 W8,7.5,2013,95000,Diesel,Manual,15.1,2179
1234,Honda City 1.5,2.75,2010,161445,Petrol,Manual,17.0,1497
1235,Maruti Eeco CNG,4.9,2016,5000,CNG,Manual,21.94,1196
1236,Hyundai i10 Sportz,2.85,2011,102000,Petrol,Automatic,16.95,1197
1237,Honda WR-V i-DTEC,7.75,2017,110000,Diesel,Manual,25.5,1498
1238,Maruti Eeco CNG,4.0,2015,16000,CNG,Manual,21.94,1196
1239,Maruti Swift VVT,5.82,2018,8260,Petrol,Manual,22.0,1197
1240,Mahindra Scorpio S3,9.5,2018,27000,Diesel,Manual,15.4,2523
1241,Mahindra Thar DI,5.51,2015,74000,Diesel,Manual,18.06,2523
1242,Volkswagen Polo GT,6.5,2014,13000,Petrol,Automatic,17.21,1197
1243,Maruti Wagon R,4.8,2018,15000,Petrol,Manual,20.51,998
1244,Honda City i-DTEC,9.75,2018,15000,Diesel,Manual,25.6,1498
1245,Maruti Swift VXi,5.1,2016,13300,Petrol,Manual,16.1,1197
1246,Honda Jazz 1.2,6.45,2016,37000,Petrol,Automatic,19.0,1199
1247,Maruti Alto 800,2.75,2016,24000,Petrol,Manual,22.74,796
1248,Maruti Swift ZXi,3.5,2011,30000,Petrol,Manual,16.1,1197
1249,Hyundai i20 Sportz,4.15,2012,43784,Petrol,Manual,18.5,1197
1250,Volkswagen Vento 1.2,6.1,2014,56000,Petrol,Automatic,16.93,1197
1251,Maruti Wagon R,1.5,2007,35986,Petrol,Manual,18.9,998
1252,Hyundai i20 Asta,4.25,2013,28000,Petrol,Manual,18.5,1197
1253,Ford Figo 1.5D,6.0,2017,42267,Diesel,Manual,25.83,1498
1254,Maruti Dzire ZXI,5.0,2014,50000,Petrol,Manual,23.26,1197
1255,Maruti Celerio VXI,3.75,2014,33231,Petrol,Automatic,23.1,998
1256,Ford Ecosport 2015-2021,5.5,2015,50000,Petrol,Manual,15.85,1499
1257,Maruti Baleno Zeta,6.25,2016,20000,Petrol,Automatic,21.4,1197
1258,Maruti Ciaz Sigma,7.1,2018,35000,Petrol,Manual,21.56,1462
1259,Maruti Alto 800,2.75,2015,19074,Petrol,Manual,22.74,796
1260,Hyundai Creta 1.6,9.55,2015,83000,Diesel,Automatic,17.01,1582
1261,Honda Civic 1.8,3.85,2010,74000,Petrol,Automatic,13.9,1799
1262,Maruti Ignis 1.2,5.25,2017,47063,Petrol,Manual,20.89,1197
1263,Maruti Ciaz Zeta,8.0,2018,15000,Petrol,Manual,20.65,1462
1264,Maruti Swift Dzire,2.5,2008,115000,Petrol,Manual,17.5,1298
1265,Maruti Ertiga VXI,7.55,2016,61149,Petrol,Manual,19.01,1462
1266,Hyundai Verna VTVT,9.45,2019,14200,Petrol,Manual,17.0,1591
1267,Hyundai Grand i10,5.0,2017,25000,Petrol,Manual,18.9,1197
1268,Maruti Ertiga VXI,8.25,2016,20000,CNG,Manual,17.5,1373
1269,Hyundai Santro Magna,5.1,2019,7000,Petrol,Manual,20.3,1086
1270,Ford Figo Diesel,2.94,2013,46000,Diesel,Manual,20.0,1399
1271,Tata Tigor 1.2,6.5,2018,10000,Petrol,Manual,20.3,1199
1272,Hyundai i20 1.4,3.25,2011,88000,Diesel,Manual,23.0,1396
1273,Maruti Alto 800,2.65,2014,16600,Petrol,Manual,22.74,796
1274,Tata Tiago 1.2,4.65,2017,40000,Petrol,Manual,23.84,1199
1275,Honda City 1.5,4.86,2013,37000,Petrol,Manual,17.0,1497
1276,Honda City i,7.5,2015,35000,Petrol,Manual,17.4,1497
1277,Renault KWID RXT,3.35,2017,19000,Petrol,Manual,25.17,799
1278,Honda City S,3.0,2008,165000,Petrol,Manual,16.8,1497
1279,Renault KWID AMT,3.49,2017,19200,Petrol,Automatic,24.04,999
1280,Renault KWID 1.0,3.5,2017,20000,Petrol,Manual,23.01,999
1281,Datsun GO Plus,4.0,2016,40000,Petrol,Manual,19.44,1198
1282,Hyundai Verna 1.6,7.75,2016,66523,Diesel,Manual,23.9,1582
1283,Hyundai Elantra SX,6.75,2013,34800,Petrol,Automatic,14.5,1797
1284,Skoda Superb Elegance,3.75,2010,64430,Petrol,Automatic,13.7,1798
1285,Honda Amaze VX,3.75,2014,110000,Diesel,Manual,25.8,1498
1286,Mercedes-Benz E-Class 280,6.6,2009,78000,Diesel,Automatic,14.21,2143
1287,Hyundai Verna 1.6,8.5,2017,70000,Petrol,Manual,17.01,1591
1288,Volkswagen Polo Petrol,3.25,2012,58200,Petrol,Manual,16.47,1198
1289,Mercedes-Benz C-Class 200,4.25,2008,57000,Petrol,Manual,11.7,1796
1290,Hyundai Verna 1.6,5.11,2012,88221,Diesel,Manual,22.32,1582
1291,Volkswagen Polo 2015-2019,6.21,2015,49000,Petrol,Automatic,17.21,1197
1292,Honda City V,4.25,2012,37000,Petrol,Manual,17.4,1497
1293,Maruti Celerio X,5.21,2018,30700,Petrol,Manual,21.63,998
1294,Hyundai i20 1.4,7.8,2017,60000,Diesel,Manual,22.54,1396
1295,Maruti Ciaz VXi,6.0,2016,31000,Petrol,Manual,20.73,1373
1296,Volkswagen Polo Petrol,3.95,2013,33000,Petrol,Manual,16.47,1198
1297,Ford Figo Diesel,2.25,2012,69000,Diesel,Manual,20.0,1399
1298,Volkswagen Vento 1.2,6.45,2015,26000,Petrol,Automatic,16.93,1197
1299,Renault KWID 1.0,3.5,2018,10000,Petrol,Manual,23.01,999
1300,Maruti Alto 800,1.66,2014,40000,Petrol,Manual,22.74,796
1301,Mahindra Bolero 2011-2019,5.5,2015,150000,Diesel,Manual,15.96,2523
1302,Tata Nexon 1.2,9.31,2019,5000,Petrol,Automatic,17.0,1198
1303,Volkswagen Polo Petrol,3.75,2011,65894,Petrol,Manual,16.47,1198
1304,Volkswagen Polo GT,6.1,2014,42000,Petrol,Automatic,17.21,1197
1305,BMW 3 Series,9.74,2010,96000,Diesel,Automatic,22.69,1995
1306,Renault KWID RXL,2.69,2015,45006,Petrol,Manual,25.17,799
1307,Maruti Swift Dzire,3.4,2011,51000,Petrol,Manual,17.5,1197
1308,Hyundai Grand i10,4.85,2017,22000,Petrol,Manual,18.9,1197
1309,Hyundai i20 1.2,6.53,2018,39000,Petrol,Manual,18.6,1197
1310,Ford Ecosport 2015-2021,6.5,2017,14000,Petrol,Manual,15.85,1499
1311,Maruti Ertiga VXI,5.85,2014,38000,Petrol,Manual,16.02,1373
1312,Hyundai i20 Sportz,3.85,2012,76000,Diesel,Manual,21.9,1396
1313,Ford Ecosport 2015-2021,7.45,2016,33000,Petrol,Automatic,16.05,1499
1314,Maruti Baleno Zeta,6.75,2018,4700,Petrol,Manual,21.01,1197
1315,Mahindra XUV500 W8,6.0,2012,120000,Diesel,Manual,15.1,2179
1316,Maruti Ciaz ZXi,6.5,2015,67927,Petrol,Manual,20.73,1373
1317,Ford Ecosport 2015-2021,6.51,2016,125000,Diesel,Manual,22.77,1498
1318,Maruti Baleno Zeta,6.0,2017,15000,Petrol,Manual,21.4,1197
1319,Maruti Swift Dzire,3.25,2016,120000,CNG,Manual,19.0,1197
1320,Hyundai i20 Sportz,5.1,2014,47900,Petrol,Automatic,15.0,1396
1321,Maruti Wagon R,3.5,2014,61000,Petrol,Manual,20.51,998
1322,Maruti Alto 800,2.4,2015,70000,Petrol,Manual,22.74,796
1323,Hyundai i20 1.4,8.75,2019,4000,Petrol,Automatic,15.0,1396
1324,Skoda Superb 1.8,4.79,2011,56468,Petrol,Manual,13.14,1798
1325,Hyundai i20 1.2,5.85,2017,41280,Petrol,Manual,17.0,1197
1326,Hyundai Grand i10,4.59,2014,49000,Petrol,Manual,18.9,1197
1327,Honda WR-V i-DTEC,8.85,2017,58000,Diesel,Manual,25.5,1498
1328,Hyundai Elantra CRDi,7.85,2014,57000,Diesel,Automatic,19.5,1582
1329,Hyundai i20 2015-2017,7.5,2017,24000,Diesel,Manual,22.54,1396
1330,Honda City 2017-2020,1.95,2007,58641,Petrol,Manual,17.7,1497
1331,Hyundai Grand i10,6.15,2017,20000,Petrol,Manual,18.9,1197
1332,Maruti Baleno Alpha,7.31,2018,21000,Petrol,Manual,21.01,1197
1333,Honda City V,4.75,2013,67000,Petrol,Automatic,15.6,1497
1334,Renault KWID RXT,3.25,2016,7000,Petrol,Manual,22.3,799
1335,Renault KWID 1.0,4.0,2018,42000,Petrol,Manual,23.01,999
1336,Hyundai Verna 1.6,3.99,2011,58000,Petrol,Manual,17.1,1591
1337,Ford Ecosport 1.0,4.99,2013,56260,Petrol,Manual,18.88,999
1338,Maruti Wagon R,1.1,2007,115000,Petrol,Manual,21.79,998
1339,Volkswagen Vento 1.2,6.65,2015,27000,Petrol,Automatic,16.93,1197
1340,Hyundai i20 1.2,6.9,2017,20000,Petrol,Manual,18.6,1197
1341,Maruti Ciaz Delta,7.65,2018,25000,Petrol,Manual,20.65,1462
1342,Maruti Ertiga VXI,6.75,2014,54000,CNG,Manual,22.8,1373
1343,Datsun GO A,2.49,2015,22211,Petrol,Manual,19.02,1198
1344,Honda Civic 1.8,2.5,2008,57000,Petrol,Automatic,13.9,1799
1345,Renault KWID AMT,3.71,2017,8560,Petrol,Automatic,24.04,999
1346,Hyundai Grand i10,4.25,2015,78000,Petrol,Manual,18.9,1197
1347,Honda City i,8.45,2016,32000,Petrol,Automatic,18.0,1497
1348,Hyundai Creta 1.6,9.75,2015,81000,Diesel,Manual,19.67,1582
1349,Maruti Dzire VXI,4.11,2012,24000,Petrol,Automatic,24.12,1197
1350,Honda Amaze S,3.96,2013,64000,Diesel,Manual,25.8,1498
1351,Maruti Baleno Alpha,7.5,2018,22000,Petrol,Manual,21.4,1197
1352,Ford Figo Diesel,2.82,2011,48971,Diesel,Manual,20.0,1399
1353,Hyundai Grand i10,4.9,2017,16000,Petrol,Manual,18.9,1197
1354,Ford Ecosport 2015-2021,6.5,2014,44406,Petrol,Manual,18.88,999
1355,Mahindra Bolero SLE,2.5,2010,25000,Diesel,Manual,13.6,2523
1356,Datsun GO Plus,3.5,2016,15000,Petrol,Manual,19.44,1198
1357,Hyundai i20 1.2,7.0,2017,27266,Petrol,Manual,18.6,1197
1358,Tata Safari 2005-2017,3.5,2010,60893,Diesel,Manual,11.57,2179
1359,Honda Amaze S,5.5,2017,50000,Petrol,Manual,17.8,1198
1360,Maruti Swift Dzire,4.75,2014,50000,Petrol,Manual,20.85,1197
1361,Datsun RediGO 1.0,2.71,2017,20000,Petrol,Manual,22.5,999
1362,Hyundai i10 Magna,2.55,2012,62000,Petrol,Manual,19.81,1086
1363,Maruti Ertiga VXI,8.55,2018,36352,Petrol,Manual,19.34,1462
1364,Hyundai i20 2015-2017,7.2,2016,68000,Diesel,Manual,22.54,1396
1365,Maruti Wagon R,2.4,2010,75008,Petrol,Manual,18.9,998
1366,Ford Ecosport 2015-2021,9.4,2018,29000,Diesel,Manual,23.0,1498
1367,Hyundai Verna 1.4,7.75,2016,83000,Diesel,Manual,24.8,1396
1368,Skoda Superb Elegance,4.49,2009,61205,Petrol,Automatic,13.7,1798
1369,Maruti Swift ZXI,4.1,2013,37000,Petrol,Manual,18.6,1197
1370,Honda Jazz 1.2,8.21,2019,7000,Petrol,Automatic,19.0,1199
1371,Ford Figo Petrol,2.0,2011,570000,Petrol,Manual,15.6,1196
1372,Maruti Baleno Zeta,5.5,2016,95000,Petrol,Manual,21.4,1197
1373,Renault Duster Petrol,5.45,2014,120000,Petrol,Manual,13.24,1598
1374,Maruti Celerio Green,4.22,2015,36000,CNG,Manual,31.79,998
1375,Mahindra Scorpio S6,9.75,2016,49490,Diesel,Manual,15.4,2179
1376,Maruti Ertiga CNG,7.9,2017,33072,CNG,Manual,26.08,1462
1377,Mahindra XUV500 W4,6.9,2014,114000,Diesel,Manual,15.1,2179
1378,Volkswagen Polo GT,6.62,2015,56606,Petrol,Automatic,17.21,1197
1379,Hyundai Verna 1.6,4.85,2013,57800,Petrol,Manual,17.1,1591
1380,Hyundai Grand i10,4.25,2014,35000,Petrol,Manual,18.9,1197
1381,Maruti Ciaz ZXi,7.0,2015,25000,Petrol,Manual,20.73,1373
1382,Maruti Baleno Alpha,7.0,2018,16348,Petrol,Manual,21.4,1197
1383,Maruti Wagon R,3.49,2013,55853,CNG,Manual,33.54,998
1384,Skoda Superb Elegance,5.35,2011,44275,Petrol,Automatic,13.7,1798
1385,Maruti Wagon R,3.5,2013,58288,CNG,Manual,26.2,998
1386,Mahindra KUV100 NXT,5.0,2018,79814,Petrol,Manual,18.15,1198
1387,Hyundai Elantra SX,7.5,2013,80000,Petrol,Automatic,14.5,1797
1388,Maruti Wagon R,2.2,2010,49000,Petrol,Manual,18.9,998
1389,Honda City 1.5,7.54,2016,36070,Petrol,Manual,16.8,1497
1390,Ford Figo Petrol,2.49,2012,55500,Petrol,Manual,15.6,1196
1391,Hyundai i20 2015-2017,5.78,2016,35000,Petrol,Manual,18.6,1197
1392,Maruti Ertiga VXI,8.45,2017,12000,CNG,Manual,17.5,1373
1393,Datsun RediGO S,3.1,2017,23000,Petrol,Manual,22.7,799
1394,Maruti Swift Dzire,4.75,2014,94000,Petrol,Manual,19.1,1197
1395,Maruti Swift Dzire,4.0,2012,80000,Petrol,Manual,19.1,1197
1396,Honda Amaze SX,4.75,2015,59123,Petrol,Manual,18.0,1198
1397,Hyundai Verna 1.6,5.0,2012,78000,Petrol,Manual,17.1,1591
1398,Honda City i,7.5,2016,13321,Petrol,Manual,17.8,1497
1399,Hyundai i20 Magna,4.25,2013,70000,Diesel,Manual,21.9,1396
1400,Maruti Baleno Zeta,5.75,2015,59769,Petrol,Automatic,19.56,1197
1401,Mahindra Bolero 2011-2019,8.0,2019,23000,Diesel,Manual,15.96,2523
1402,Hyundai i20 Magna,7.75,2018,48000,Diesel,Manual,22.54,1396
1403,Maruti Alto 800,3.14,2017,10617,Petrol,Manual,24.7,796
1404,Honda Amaze E,3.99,2014,56000,Diesel,Manual,25.8,1498
1405,Maruti Alto 800,3.23,2017,9122,Petrol,Manual,24.7,796
1406,Hyundai i20 Asta,6.5,2016,54000,Diesel,Manual,23.0,1396
1407,Renault KWID 1.0,3.15,2016,51000,Petrol,Manual,21.74,999
1408,Mahindra XUV500 W8,7.85,2014,103000,Diesel,Manual,15.1,2179
1409,Maruti Baleno Alpha,6.75,2017,40174,Petrol,Manual,21.4,1197
1410,Honda City i-VTEC,8.7,2017,70000,Petrol,Automatic,18.0,1497
1411,Maruti Celerio VXI,3.75,2016,70000,Petrol,Manual,23.1,998
1412,Hyundai i20 1.4,7.95,2017,56244,Diesel,Manual,22.54,1396
1413,Maruti Celerio X,5.5,2018,9522,Petrol,Automatic,21.63,998
1414,Maruti Celerio X,4.55,2018,22000,Petrol,Manual,21.63,998
1415,Volkswagen Vento 1.6,3.25,2011,69000,Petrol,Manual,16.09,1598
1416,Hyundai Elantra CRDi,6.51,2013,112087,Diesel,Automatic,19.5,1582
1417,Hyundai Grand i10,4.85,2015,38000,Petrol,Manual,18.9,1197
1418,Maruti Ertiga VXI,8.19,2018,49000,CNG,Manual,17.5,1373
1419,Maruti Alto 800,3.45,2018,17000,Petrol,Manual,24.7,796
1420,Honda Amaze VX,5.15,2015,43251,Diesel,Manual,25.8,1498
1421,Hyundai i20 2015-2017,5.71,2015,25000,Petrol,Manual,18.6,1197
1422,Hyundai Verna 1.6,4.95,2012,115721,Diesel,Manual,22.32,1582
1423,Honda City S,4.5,2013,64800,Petrol,Manual,16.8,1497
1424,Maruti Swift Dzire,2.0,2015,120000,Petrol,Manual,19.0,1197
1425,Maruti Wagon R,4.25,2016,50000,Petrol,Automatic,20.51,998
1426,Hyundai i20 Asta,4.25,2013,20000,Petrol,Manual,18.5,1197
1427,Volkswagen Polo GT,6.99,2015,52000,Petrol,Automatic,17.21,1197
1428,Maruti Ertiga ZXI,5.9,2013,76000,Petrol,Manual,16.02,1373
1429,Mahindra Scorpio M2DI,3.65,2010,91000,Diesel,Manual,13.5,2179
1430,Honda Amaze VX,5.9,2015,72000,Diesel,Manual,25.8,1498
1431,Maruti Ertiga VXI,8.25,2018,37000,Petrol,Manual,19.34,1462
1432,Honda Amaze SX,5.0,2015,98500,Diesel,Manual,25.8,1498
1433,Ford Ecosport 1.5,6.5,2014,38000,Diesel,Manual,22.7,1498
1434,Skoda Superb Elegance,4.99,2011,62500,Petrol,Automatic,13.7,1798
1435,Hyundai i10 Magna,2.55,2010,77000,Petrol,Manual,20.36,1197
1436,Ford Ecosport 1.5,5.75,2014,52034,Petrol,Manual,15.8,1499
1437,Renault KWID RXL,2.8,2016,25600,Petrol,Manual,25.17,799
1438,Hyundai Santro Sportz,5.4,2019,31000,CNG,Manual,30.48,1086
1439,Maruti Swift VXi,4.5,2015,34000,Petrol,Manual,16.1,1197
1440,Honda WR-V i-DTEC,7.75,2017,60000,Diesel,Manual,25.5,1498
1441,Ford Ecosport 2015-2021,5.3,2015,90000,Petrol,Automatic,15.63,1499
1442,Honda City i,5.75,2014,66475,Petrol,Manual,17.8,1497
1443,Maruti Baleno RS,6.59,2017,30726,Petrol,Manual,21.1,998
1444,Renault KWID 1.0,3.75,2018,10000,Petrol,Manual,23.01,999
1445,Hyundai Grand i10,4.55,2016,48303,Petrol,Manual,18.9,1197
1446,Maruti Ciaz ZXi,6.0,2015,41000,Petrol,Manual,20.73,1373
1447,Maruti Swift Dzire,4.55,2012,34000,Petrol,Manual,19.1,1197
1448,Maruti Swift Dzire,7.05,2018,17000,Petrol,Manual,21.21,1197
1449,Maruti Alto 800,2.3,2014,40000,Petrol,Manual,22.74,796
1450,Hyundai i20 Sportz,5.75,2017,51962,Petrol,Manual,18.6,1197
1451,Maruti Celerio ZXI,4.85,2017,18400,Petrol,Automatic,21.63,998
1452,Maruti Wagon R,3.35,2013,77000,CNG,Manual,26.6,998
1453,Mahindra Scorpio S2,8.5,2015,95006,Diesel,Manual,15.4,2523
1454,Ford Figo Diesel,3.1,2012,43500,Diesel,Manual,20.0,1399
1455,Ford Ecosport 2015-2021,8.5,2018,28015,Petrol,Manual,17.0,1497
1456,Maruti Ignis 1.2,4.49,2017,34000,Petrol,Manual,20.89,1197
1457,Hyundai Grand i10,5.19,2017,67000,Petrol,Manual,18.9,1197
1458,Ford Figo Diesel,2.35,2012,69000,Diesel,Manual,20.0,1399
1459,Maruti Swift ZXI,7.5,2018,23000,Petrol,Manual,22.0,1197
1460,Maruti Ignis Zeta,4.95,2017,44827,Petrol,Manual,20.89,1197
1461,Maruti Wagon R,1.1,2006,64659,Petrol,Manual,17.3,1061
1462,Maruti Alto 800,3.0,2016,49000,Petrol,Manual,22.74,796
1463,Renault KWID RXL,2.5,2016,35000,Petrol,Manual,25.17,799
1464,Maruti Swift Dzire,4.45,2013,37000,Petrol,Manual,19.1,1197
1465,Hyundai Grand i10,4.4,2015,40103,Petrol,Manual,18.9,1197
1466,Volkswagen Vento 1.2,8.5,2017,25000,Petrol,Automatic,18.19,1197
1467,Mahindra Scorpio S2,8.75,2016,56000,Diesel,Manual,15.4,2523
1468,Hyundai i20 Magna,4.85,2014,31847,Petrol,Manual,18.5,1197
1469,Maruti Ciaz Zeta,7.99,2018,31000,Petrol,Manual,20.65,1462
1470,Maruti Swift VXI,2.5,2012,66539,Petrol,Manual,18.6,1197
1471,Volkswagen Polo 2015-2019,6.5,2016,49000,Petrol,Automatic,17.21,1197
1472,Honda Amaze S,4.25,2013,119462,Diesel,Manual,24.7,1498
1473,Maruti Wagon R,4.85,2018,32000,CNG,Manual,33.54,998
1474,Maruti Wagon R,4.2,2016,70000,Petrol,Automatic,20.51,998
1475,Ford Figo 1.5D,4.0,2016,80000,Diesel,Manual,25.83,1498
1476,Mercedes-Benz S-Class S,8.0,2007,50000,Petrol,Automatic,10.13,3498
1477,Hyundai Verna CRDi,9.95,2019,30000,Diesel,Manual,24.0,1396
1478,Maruti Alto 800,2.91,2016,25603,Petrol,Manual,22.74,796
1479,Hyundai i20 2015-2017,4.5,2013,52891,Petrol,Manual,18.6,1197
1480,Mercedes-Benz C-Class C,9.25,2011,59000,Diesel,Automatic,14.94,2143
1481,Hyundai Creta 1.4,9.7,2017,61462,Diesel,Manual,21.38,1396
1482,Skoda Rapid 1.6,5.7,2016,50000,Petrol,Manual,15.0,1598
1483,Hyundai i20 Sportz,3.1,2010,90000,Diesel,Manual,23.0,1396
1484,Mahindra XUV500 AT,8.75,2016,95000,Diesel,Automatic,16.0,2179
1485,Tata Safari 2005-2017,2.8,2012,100000,Diesel,Manual,11.57,2179
1486,Mahindra Scorpio SLX,4.75,2010,97000,Diesel,Manual,10.5,2179
1487,Hyundai i20 Magna,5.4,2016,90000,Diesel,Manual,22.54,1396
1488,Hyundai Grand i10,4.9,2017,7000,Petrol,Manual,18.9,1197
1489,Maruti Swift LXI,5.5,2018,25000,Petrol,Manual,22.0,1197
1490,Volkswagen Polo 1.2,4.91,2015,46000,Petrol,Manual,16.47,1198
1491,Maruti Ciaz ZXi,6.11,2015,36681,Petrol,Manual,20.73,1373
1492,Hyundai Creta 1.6,9.25,2016,80000,Petrol,Manual,13.0,1591
1493,Mahindra Bolero SLE,2.6,2009,100000,Diesel,Manual,13.6,2523
1494,Maruti Wagon R,4.21,2016,22756,Petrol,Manual,21.79,998
1495,Tata Safari 2005-2017,4.5,2013,63000,Diesel,Manual,13.93,2179
1496,Mahindra Bolero 2011-2019,4.6,2014,86000,Diesel,Manual,15.96,2523
1497,Skoda Rapid 1.6,5.25,2015,27000,Petrol,Manual,15.0,1598
1498,Hyundai i20 2015-2017,7.5,2018,55373,Diesel,Manual,22.54,1396
1499,Mahindra XUV500 W8,6.15,2012,68420,Diesel,Manual,15.1,2179
1500,Maruti Eeco CNG,3.2,2016,64850,CNG,Manual,21.94,1196
1501,Mahindra XUV500 W8,9.45,2015,51000,Diesel,Manual,15.1,2179
1502,Hyundai Verna 1.6,4.21,2011,58222,Diesel,Manual,22.32,1582
1503,Maruti Swift Dzire,5.5,2016,90000,Petrol,Manual,20.85,1197
1504,Mahindra Scorpio 2009-2014,6.25,2013,64253,Diesel,Manual,14.0,2523
1505,Hyundai Grand i10,4.8,2017,30000,Petrol,Manual,18.9,1197
1506,Hyundai Verna CRDi,4.85,2013,64308,Diesel,Automatic,18.0,1582
1507,Hyundai Verna 1.4,5.75,2014,24835,Petrol,Manual,17.43,1396
1508,Maruti Swift VXI,5.0,2017,14000,Petrol,Manual,20.4,1197
1509,Honda City V,6.7,2015,48623,Petrol,Manual,17.8,1498
1510,Hyundai i20 1.2,7.51,2018,23000,Petrol,Manual,18.6,1197
1511,Hyundai Verna 1.6,5.5,2012,88500,Diesel,Manual,22.32,1582
1512,Ford Ecosport 2015-2021,6.55,2015,29500,Petrol,Automatic,15.63,1499
1513,Mahindra Bolero SLX,4.0,2010,90000,Diesel,Manual,13.6,2523
1514,Tata Tiago 1.2,5.65,2018,5000,Petrol,Manual,23.84,1199
1515,Honda City 1.5,3.25,2010,34000,Petrol,Manual,17.0,1497
1516,Hyundai i20 1.2,3.85,2014,41000,Petrol,Manual,18.5,1197
1517,Maruti Ciaz 1.4,8.95,2018,41000,Petrol,Automatic,19.12,1373
1518,Hyundai i20 1.2,5.35,2014,44000,Petrol,Manual,17.0,1197
1519,Volkswagen Vento Petrol,2.6,2011,84000,Petrol,Manual,15.04,1598
1520,Volkswagen Polo GT,6.95,2017,49000,Petrol,Automatic,17.21,1197
1521,Maruti Swift VXi,1.45,2006,55000,Petrol,Manual,16.1,1197
1522,Renault Triber RXZ,6.6,2019,10000,Petrol,Manual,20.0,999
1523,Hyundai Grand i10,4.95,2016,14000,Petrol,Manual,18.9,1197
1524,Skoda Rapid 1.6,3.25,2013,69000,Petrol,Manual,15.0,1598
1525,Honda City 2017-2020,1.13,2006,89000,Petrol,Manual,17.7,1497
1526,Tata Safari 2005-2017,2.5,2010,120000,Diesel,Manual,13.93,2179
1527,Maruti Baleno Zeta,7.0,2017,21900,Petrol,Automatic,19.56,1197
1528,Maruti Swift Dzire,4.8,2015,43206,Petrol,Manual,20.85,1197
1529,Volkswagen Polo Petrol,4.79,2014,43000,Petrol,Manual,16.47,1198
1530,Hyundai i20 1.4,2.99,2009,50250,Petrol,Automatic,15.0,1396
1531,Tata Tiago 1.2,4.5,2017,52532,Petrol,Manual,23.84,1199
1532,Renault KWID Climber,4.1,2018,15235,Petrol,Manual,23.01,999
1533,Hyundai i20 Asta,5.0,2013,49000,Petrol,Manual,18.5,1197
1534,Honda City i,6.95,2014,39000,Petrol,Automatic,18.0,1497
1535,Skoda Rapid 1.6,3.95,2013,30000,Petrol,Manual,15.0,1598
1536,Honda City 1.5,3.0,2010,92000,Petrol,Manual,17.0,1497
1537,Maruti Swift VXI,1.49,2007,60000,Petrol,Manual,16.1,1298
1538,Maruti Swift Dzire,7.45,2018,29500,Petrol,Automatic,21.21,1197
1539,Renault KWID RXT,3.49,2017,20966,Petrol,Manual,25.17,799
1540,Mahindra XUV500 W8,6.75,2013,73000,Diesel,Manual,15.1,2179
1541,Hyundai Verna 1.4,4.9,2013,59000,Diesel,Manual,23.5,1396
1542,Hyundai i20 1.2,3.71,2010,78000,Petrol,Manual,17.0,1197
1543,Hyundai Santro Sportz,5.3,2019,4800,Petrol,Manual,20.3,1086
1544,Honda Amaze S,4.35,2015,21000,Petrol,Manual,18.0,1198
1545,Maruti Celerio ZXI,4.85,2017,55001,Petrol,Automatic,23.1,998
1546,Maruti Celerio Green,4.75,2017,39400,CNG,Manual,31.79,998
1547,Renault KWID RXL,3.5,2019,5000,Petrol,Manual,25.17,799
1548,Honda City i,8.25,2016,56436,Petrol,Automatic,18.0,1497
1549,Renault KWID RXT,3.65,2018,20000,Petrol,Manual,25.17,799
1550,Ford Aspire 1.5,6.5,2017,25000,Diesel,Manual,24.29,1498
1551,Hyundai i20 1.2,2.04,2010,220000,Petrol,Manual,17.0,1197
1552,Hyundai i20 1.4,4.35,2012,66259,Diesel,Manual,21.9,1396
1553,Honda Amaze S,4.25,2013,57239,Petrol,Manual,18.0,1198
1554,Honda City i-VTEC,7.15,2017,45000,Petrol,Manual,17.4,1497
1555,Hyundai Verna 1.6,5.4,2013,65000,Diesel,Manual,22.32,1582
1556,Maruti Ciaz ZXi,6.75,2017,54552,Petrol,Manual,20.73,1373
1557,Mahindra Bolero 2011-2019,6.35,2015,78028,Diesel,Manual,15.96,2523
1558,Volkswagen Polo 2015-2019,5.25,2016,110000,Petrol,Manual,16.2,1199
1559,Hyundai Grand i10,5.2,2017,41000,Petrol,Manual,18.9,1197
1560,Honda Amaze VX,2.95,2013,51112,Petrol,Automatic,15.5,1198
1561,Mahindra Bolero 2011-2019,5.0,2013,280000,Diesel,Manual,15.96,2523
1562,Maruti Ertiga VXI,8.75,2018,42000,CNG,Manual,17.5,1373
1563,Maruti Ignis Zeta,6.4,2019,11000,Petrol,Automatic,20.89,1197
1564,Ford Ecosport 2015-2021,9.5,2018,29500,Diesel,Manual,23.0,1498
1565,Tata Tigor 1.2,5.75,2018,9500,Petrol,Automatic,20.3,1199
1566,Mahindra Bolero DI,3.0,2005,211121,Diesel,Manual,13.6,2523
1567,Mahindra Thar CRDe,8.5,2018,30000,Diesel,Manual,16.55,2498
1568,Mahindra Thar 4X4,8.35,2018,32707,Diesel,Manual,16.55,2498
